overall_qual_liv_area,overall_qual_squared,quality_and_age,overall_qual,house_total_sq,exter_qual_num,gr_liv_area,kitchen_qual_num,bsmt_qual_num,garage_area,garage_cars,total_bsmt_sf,year_remod_or_built,year_remod_or_built_sq,garage_finish,exterior_cond_and_qual
6652,16,7976,4,3027.0,3,1663,4,4.0,529.0,2.0,1364.0,3896276,15180966668176,0,9
4625,25,9825,5,1850.0,3,925,3,3.0,429.0,1.0,925.0,3861225,14909058500625,2,9
6540,25,9750,5,2036.0,4,1308,3,3.0,256.0,1.0,728.0,3783000,14311089000000,2,16
6875,25,9990,5,2615.0,3,1375,3,3.0,323.0,1.0,1240.0,3908088,15273151815744,2,9
19080,64,16024,8,3702.0,4,2385,4,5.0,818.0,3.0,1317.0,4012009,16096216216081,0,12
8960,25,9870,5,2688.0,3,1792,3,4.0,480.0,2.0,896.0,3896676,15184083848976,2,9
19712,64,16056,8,4882.0,4,2464,5,5.0,650.0,3.0,2418.0,4028049,16225178746401,0,12
10983,49,14049,7,2955.0,4,1569,4,4.0,660.0,3.0,1386.0,4028049,16225178746401,1,12
15120,81,18081,9,3235.0,5,1680,5,5.0,1138.0,3.0,1555.0,4036081,16289949838561,0,15
9359,49,14021,7,2674.0,4,1337,4,4.0,531.0,2.0,1337.0,4012009,16096216216081,1,12
4896,36,11700,6,1632.0,3,816,3,3.0,240.0,1.0,816.0,3771300,14222703690000,2,9
10787,49,14035,7,3082.0,4,1541,4,4.0,532.0,2.0,1541.0,4020025,16160601000625,1,12
6292,16,7980,4,2457.0,3,1573,4,3.0,240.0,1.0,884.0,3860325,14902109105625,2,9
5844,16,7984,4,2293.0,3,1461,3,3.0,384.0,1.0,832.0,3890204,15133687161616,2,9
12288,36,11856,6,4006.0,3,2048,3,3.0,776.0,2.0,1958.0,3904576,15245713739776,2,9
9852,36,11964,6,2545.0,3,1642,3,4.0,392.0,2.0,903.0,3974042,15793009817764,1,9
8820,36,11964,6,2208.0,3,1470,3,2.0,624.0,2.0,738.0,3832468,14687810971024,2,9
13794,36,12018,6,3237.0,3,2299,3,4.0,482.0,2.0,938.0,4003997,16031991976009,0,9
14245,49,14007,7,2919.0,4,2035,4,4.0,434.0,2.0,884.0,4004001,16032024008001,0,12
4995,25,9810,5,1924.0,3,999,3,3.0,300.0,1.0,925.0,3849444,14818219109136,2,9
11024,64,16032,8,2756.0,4,1378,4,4.0,540.0,2.0,1378.0,4016016,16128384512256,0,12
5590,25,9750,5,1911.0,3,1118,3,4.0,410.0,2.0,793.0,3781050,14296339102500,2,9
5760,16,7820,4,2880.0,3,1440,2,3.0,0.0,0.0,1440.0,3822025,14607875100625,3,9
5670,25,10010,5,2144.0,3,1134,3,3.0,254.0,1.0,1010.0,3923920,15397148166400,1,9
11088,36,12000,6,2681.0,3,1848,4,3.0,370.0,2.0,833.0,3846000,14791716000000,2,9
10164,36,11700,6,2875.0,3,1694,3,3.0,576.0,2.0,1181.0,3753750,14090639062500,2,9
3604,16,8000,4,1802.0,3,901,3,3.0,281.0,1.0,901.0,3908000,15272464000000,2,9
8454,36,11700,6,2270.0,3,1409,3,3.0,528.0,2.0,861.0,3779100,14281596810000,2,9
9936,36,11760,6,2736.0,3,1656,3,3.0,528.0,2.0,1080.0,3841600,14757890560000,0,9
23320,100,20080,10,4014.0,5,2332,5,5.0,846.0,3.0,1682.0,4030056,16241351363136,0,15
5565,25,10035,5,2226.0,4,1113,4,3.0,264.0,1.0,1113.0,3913650,15316656322500,2,12
7392,36,12000,6,2048.0,4,1232,4,3.0,440.0,2.0,816.0,3832000,14684224000000,2,12
17550,81,18063,9,3900.0,5,1950,5,5.0,706.0,3.0,1950.0,4028049,16225178746401,0,15
13104,49,13916,7,3717.0,3,1872,3,4.0,604.0,2.0,1845.0,3952144,15619442196736,0,9
7584,36,11970,6,1940.0,3,1264,3,4.0,400.0,2.0,676.0,3818430,14580407664900,2,9
20000,64,16040,8,3668.0,4,2500,5,5.0,683.0,3.0,1168.0,4020025,16160601000625,0,12
3920,25,9750,5,1568.0,3,784,4,3.0,0.0,0.0,784.0,3751800,14076003240000,3,9
1224,4,3900,2,612.0,3,612,3,3.5861723446893787,308.0,1.0,0.0,3783000,14311089000000,2,12
16821,49,13650,7,3435.0,3,2403,3,3.0,349.0,1.0,1032.0,3783000,14311089000000,2,12
9864,36,11718,6,3060.0,3,1644,3,3.0,418.0,2.0,1416.0,3814209,14548190295681,0,9
12103,49,14014,7,2589.0,4,1729,4,4.0,542.0,2.0,860.0,4008004,16064096064016,0,12
4395,25,9750,5,1709.0,3,879,3,3.0,180.0,1.0,830.0,3775200,14252135040000,2,9
4320,25,9950,5,1728.0,3,864,3,3.0,572.0,2.0,864.0,3890450,15135601202500,2,9
7176,36,11736,6,2392.0,3,1196,3,4.0,297.0,1.0,1196.0,3825936,14637786276096,1,9
8400,36,11868,6,2072.0,3,1400,3,3.0,440.0,2.0,672.0,3912484,15307531050256,0,9
6040,16,7800,4,2265.0,3,1510,3,3.0,296.0,1.0,755.0,3783000,14311089000000,2,9
5176,16,8000,4,1294.0,3,1294,3,3.5861723446893787,0.0,0.0,0.0,3800000,14440000000000,3,9
8680,49,14042,7,2480.0,4,1240,4,4.0,826.0,3.0,1240.0,4024036,16192865729296,1,12
4940,25,9810,5,1976.0,3,988,3,3.0,624.0,2.0,988.0,3849444,14818219109136,2,9
7800,25,9840,5,3120.0,3,1560,3,3.0,792.0,3.0,1560.0,3873024,15000314904576,2,9
6840,25,9750,5,2446.0,3,1368,3,2.0,195.0,1.0,1078.0,3802500,14459006250000,1,9
10388,49,14035,7,2957.0,4,1484,4,4.0,606.0,2.0,1473.0,4018020,16144484720400,1,12
9808,64,15840,8,2452.0,4,1226,4,4.0,484.0,2.0,1226.0,3920400,15369536160000,0,12
7014,36,11964,6,2329.0,3,1169,3,4.0,402.0,2.0,1160.0,3974042,15793009817764,0,9
11557,49,13993,7,2376.0,3,1651,3,3.0,276.0,1.0,725.0,3924037,15398066377369,2,9
3264,16,7832,4,1632.0,3,816,3,3.0,288.0,1.0,816.0,3794604,14399019516816,2,9
10948,49,14049,7,3128.0,4,1564,4,4.0,814.0,3.0,1564.0,4028049,16225178746401,1,12
11472,36,12000,6,2394.0,3,1912,3,2.0,672.0,2.0,482.0,3810000,14516100000000,2,9
10675,49,14042,7,3035.0,4,1525,4,4.0,534.0,2.0,1510.0,4024036,16192865729296,1,12
8736,36,12036,6,2184.0,4,1456,4,4.0,390.0,2.0,728.0,4022030,16176725320900,0,12
6650,25,10020,5,1726.0,2,1330,3,2.0,390.0,1.0,396.0,3827640,14650827969600,2,8
12040,49,14021,7,2560.0,4,1720,4,4.0,400.0,2.0,840.0,4010006,16080148120036,0,12
6400,25,9830,5,2073.0,3,1280,3,3.0,432.0,2.0,793.0,3865156,14939430904336,0,9
9432,64,15904,8,2345.0,4,1179,3,4.0,480.0,2.0,1166.0,3952144,15619442196736,1,12
4800,25,9900,5,1810.0,4,960,3,3.0,576.0,2.0,850.0,3813480,14542629710400,1,16
26330,100,20020,10,5266.0,5,2633,5,5.0,804.0,3.0,2633.0,4006002,16048052024004,1,15
5928,36,11988,6,1976.0,4,988,4,3.0,297.0,1.0,988.0,3914082,15320037902724,2,12
7385,49,13846,7,2116.0,3,1055,3,4.0,319.0,1.0,1061.0,3912484,15307531050256,2,9
7110,25,9750,5,2712.0,3,1422,3,3.0,352.0,1.0,1290.0,3755700,14105282490000,2,9
7920,36,11964,6,1950.0,3,1320,3,4.0,484.0,2.0,630.0,3974042,15793009817764,2,9
11816,49,13916,7,3363.0,4,1688,5,4.0,528.0,2.0,1675.0,3952144,15619442196736,1,12
9387,49,13930,7,2641.0,3,1341,4,4.0,506.0,2.0,1300.0,3960100,15682392010000,2,9
4770,25,9880,5,1865.0,3,954,3,3.0,576.0,2.0,911.0,3904576,15245713739776,2,9
3120,9,5850,3,1040.0,3,1040,3,3.5861723446893787,400.0,2.0,0.0,3800550,14444180302500,2,9
12523,49,14007,7,2647.0,3,1789,3,3.0,546.0,2.0,858.0,4004001,16032024008001,0,9
9222,36,12030,6,2856.0,4,1537,4,3.0,462.0,2.0,1319.0,3933810,15474861116100,1,16
4420,25,9955,5,1768.0,3,884,3,3.0,270.0,1.0,884.0,3884441,15088881882481,0,9
11912,64,16048,8,2978.0,4,1489,4,4.0,776.0,2.0,1489.0,4024036,16192865729296,1,12
7854,36,11994,6,2349.0,3,1309,4,3.0,484.0,2.0,1040.0,3946026,15571121192676,1,9
15126,36,11838,6,3463.0,3,2521,3,4.0,576.0,2.0,942.0,3892729,15153339067441,0,9
13072,64,16048,8,3260.0,4,1634,4,4.0,866.0,3.0,1626.0,4024036,16192865729296,1,12
11998,49,13916,7,2694.0,3,1714,3,4.0,496.0,2.0,980.0,3952144,15619442196736,2,9
17178,49,13909,7,3273.0,3,2454,3,3.0,576.0,2.0,819.0,3733573,13939567346329,2,12
7296,36,11814,6,2432.0,3,1216,3,3.0,336.0,1.0,1216.0,3876961,15030826595521,2,9
11352,64,16056,8,2838.0,4,1419,4,4.0,567.0,2.0,1419.0,4028049,16225178746401,1,12
5880,36,11850,6,1925.0,3,980,3,4.0,0.0,0.0,945.0,3900625,15214875390625,3,9
9438,36,12000,6,2329.0,4,1573,4,4.0,440.0,2.0,756.0,4000000,16000000000000,2,12
14658,36,12024,6,3601.0,4,2443,4,4.0,744.0,3.0,1158.0,4016016,16128384512256,1,12
18896,64,15984,8,3582.0,4,2362,4,5.0,1105.0,2.0,1220.0,3992004,15936095936016,1,16
27750,100,20000,10,4012.0,5,2775,4,3.0,880.0,2.0,1237.0,3786000,14333796000000,2,25
16112,64,15840,8,4028.0,4,2014,4,4.0,864.0,3.0,2014.0,3920400,15369536160000,1,16
17640,49,13965,7,3723.0,4,2520,4,4.0,721.0,3.0,1203.0,3980025,15840599000625,1,12
8964,36,12012,6,2702.0,3,1494,3,3.0,461.0,2.0,1208.0,3951948,15617892994704,0,12
3080,25,9750,5,1232.0,3,616,3,3.0,205.0,1.0,616.0,3745950,14032141402500,2,9
8790,36,11988,6,2254.0,3,1465,3,4.0,393.0,2.0,789.0,3992004,15936095936016,0,9
13032,64,16032,8,4835.0,4,1629,4,4.0,880.0,3.0,3206.0,4014012,16112292336144,1,12
4560,25,9790,5,1824.0,3,912,3,3.0,275.0,1.0,912.0,3833764,14697746407696,1,9
10864,49,14042,7,3104.0,4,1552,4,4.0,782.0,3.0,1552.0,4022030,16176725320900,1,12
10010,49,14014,7,2843.0,4,1430,4,4.0,605.0,2.0,1413.0,4006002,16048052024004,1,12
8748,36,11994,6,2187.0,3,1458,3,4.0,440.0,2.0,729.0,3996001,15968023992001,2,9
8928,36,11808,6,2976.0,3,1488,3,4.0,552.0,2.0,1488.0,3873024,15000314904576,1,9
11074,49,14028,7,2352.0,4,1582,4,4.0,520.0,2.0,770.0,4016016,16128384512256,1,12
3456,16,7880,4,1728.0,3,864,4,3.0,660.0,2.0,864.0,3880900,15061384810000,2,9
9190,25,10025,5,2570.0,4,1838,3,4.0,372.0,2.0,732.0,4020025,16160601000625,0,12
4080,25,10040,5,1632.0,4,816,4,3.0,264.0,1.0,816.0,3979856,15839253780736,2,16
6116,16,7800,4,1529.0,3,1529,3,3.5861723446893787,240.0,1.0,0.0,3792750,14384952562500,2,9
20484,81,18072,9,4547.0,4,2276,5,4.0,1348.0,3.0,2271.0,4032064,16257540100096,1,12
5385,25,9750,5,2038.0,3,1077,3,2.0,338.0,1.0,961.0,3744000,14017536000000,2,6
17288,64,16056,8,3743.0,4,2161,5,5.0,789.0,3.0,1582.0,4028049,16225178746401,0,12
9863,49,14014,7,2818.0,4,1409,4,4.0,576.0,2.0,1409.0,4008004,16064096064016,1,12
5570,25,10020,5,2228.0,3,1114,4,3.0,576.0,2.0,1114.0,4016016,16128384512256,2,9
5365,25,9825,5,2146.0,3,1073,3,3.0,515.0,2.0,1073.0,3861225,14909058500625,1,9
24020,100,20080,10,5496.0,5,2402,5,5.0,672.0,3.0,3094.0,4032064,16257540100096,0,15
7392,36,11904,6,2464.0,3,1232,3,4.0,516.0,2.0,1232.0,3936256,15494111297536,2,9
8640,36,11958,6,2784.0,4,1440,4,4.0,920.0,4.0,1344.0,3972049,15777173258401,2,16
8928,36,11700,6,2976.0,3,1488,3,3.0,738.0,2.0,1488.0,3802500,14459006250000,1,9
10563,49,14021,7,2292.0,4,1509,4,4.0,393.0,2.0,783.0,4012009,16096216216081,0,12
4225,25,10025,5,1690.0,3,845,4,3.0,264.0,1.0,845.0,3973910,15791960688100,2,9
29450,100,20060,10,4355.0,5,2945,4,5.0,641.0,3.0,1410.0,4024036,16192865729296,0,15
8586,36,11772,6,2530.0,3,1431,3,4.0,296.0,1.0,1099.0,3849444,14818219109136,1,9
4460,25,9835,5,1784.0,3,892,3,3.0,288.0,1.0,892.0,3869089,14969849689921,1,9
9303,49,13720,7,2658.0,3,1329,3,3.0,441.0,2.0,1329.0,3841600,14757890560000,2,9
8895,25,9870,5,3542.0,3,1779,3,3.0,454.0,2.0,1763.0,3859170,14893193088900,2,9
10885,49,14049,7,2928.0,4,1555,4,4.0,660.0,3.0,1373.0,4028049,16225178746401,0,12
7416,36,11700,6,2004.0,3,1236,3,3.0,384.0,1.0,768.0,3753750,14090639062500,2,9
11557,49,13993,7,2482.0,3,1651,3,4.0,450.0,2.0,831.0,3996001,15968023992001,0,9
4430,25,9980,5,1076.0,3,886,3,2.0,273.0,1.0,190.0,3868248,14963342589504,2,9
10200,36,12018,6,3382.0,4,1700,4,4.0,544.0,2.0,1682.0,4012009,16096216216081,1,12
11076,36,11700,6,2886.0,3,1846,3,3.0,315.0,1.0,1040.0,3800550,14444180302500,2,9
9600,25,9790,5,2972.0,4,1920,4,3.0,451.0,2.0,1052.0,3833764,14697746407696,2,16
4352,16,7852,4,2176.0,3,1088,3,3.0,520.0,2.0,1088.0,3853369,14848452650161,2,12
5448,16,7828,4,2402.0,3,1362,3,3.0,768.0,3.0,1040.0,3829849,14667743362801,1,9
7884,36,12036,6,2628.0,4,1314,4,4.0,440.0,2.0,1314.0,4024036,16192865729296,1,12
7764,36,11946,6,2572.0,3,1294,4,4.0,496.0,2.0,1278.0,3964081,15713938174561,1,9
8918,49,14049,7,2548.0,4,1274,4,4.0,508.0,2.0,1274.0,4024035,16192857681225,1,12
11823,49,14049,7,3378.0,4,1689,4,4.0,954.0,3.0,1689.0,4028049,16225178746401,1,12
14769,81,18072,9,3282.0,5,1641,5,5.0,885.0,3.0,1641.0,4032064,16257540100096,0,15
7553,49,13650,7,1649.0,3,1079,3,3.0,249.0,1.0,570.0,3798600,14429361960000,2,9
4920,25,9795,5,1968.0,3,984,2,3.0,308.0,1.0,984.0,3837681,14727795457761,2,9
3840,16,7800,4,1920.0,3,960,2,3.0,308.0,1.0,960.0,3744000,14017536000000,2,9
5220,25,9760,5,1584.0,2,1044,2,3.0,504.0,2.0,540.0,3810304,14518416572416,2,6
8165,25,10045,5,2660.0,3,1633,4,3.0,240.0,1.0,1027.0,3913532,15315732715024,2,12
6822,36,11922,6,2249.0,3,1137,4,4.0,551.0,2.0,1112.0,3948169,15588038452561,2,9
8280,36,11778,6,2760.0,3,1380,3,3.0,364.0,1.0,1380.0,3853369,14848452650161,2,9
7536,36,11916,6,2512.0,4,1256,4,4.0,578.0,2.0,1256.0,3944196,15556682086416,2,16
5710,25,9880,5,2284.0,3,1142,3,4.0,528.0,2.0,1142.0,3904576,15245713739776,0,9
12948,36,12006,6,3360.0,3,2158,4,3.0,576.0,2.0,1202.0,3901950,15225213802500,2,9
13032,64,16024,8,3245.0,4,1629,4,4.0,808.0,3.0,1616.0,4010006,16080148120036,0,12
6480,36,11898,6,2164.0,3,1080,3,3.0,484.0,2.0,1084.0,3932289,15462896779521,2,12
18522,49,13951,7,3993.0,4,2646,4,4.0,656.0,3.0,1347.0,3972049,15777173258401,1,12
10437,49,14042,7,2229.0,4,1491,4,4.0,484.0,2.0,738.0,4024036,16192865729296,1,12
10164,36,11964,6,2086.0,3,1694,3,4.0,398.0,2.0,392.0,3976036,15808862273296,0,9
5400,25,9980,5,1764.0,3,1080,4,2.0,0.0,0.0,684.0,3772440,14231303553600,3,9
8532,36,12036,6,2126.0,4,1422,4,4.0,440.0,2.0,704.0,4022030,16176725320900,0,12
9107,49,14042,7,2594.0,4,1301,4,4.0,572.0,2.0,1293.0,4024036,16192865729296,1,12
14651,49,13937,7,2884.0,3,2093,3,4.0,542.0,2.0,791.0,3954126,15635112423876,0,12
5365,25,9835,5,2146.0,3,1073,3,3.0,270.0,1.0,1073.0,3869089,14969849689921,1,9
10542,49,14042,7,3000.0,4,1506,4,4.0,672.0,2.0,1494.0,4022030,16176725320900,1,12
9338,49,13769,7,2668.0,3,1334,3,3.0,477.0,2.0,1334.0,3869089,14969849689921,1,9
9065,49,13902,7,1295.0,4,1295,4,3.5861723446893787,312.0,1.0,0.0,3944196,15556682086416,1,12
9408,49,13930,7,2016.0,3,1344,4,3.0,456.0,2.0,672.0,3838710,14735694464100,2,9
3660,25,9760,5,1464.0,3,732,3,3.0,240.0,1.0,732.0,3810304,14518416572416,2,12
11744,64,16064,8,2936.0,4,1468,4,4.0,904.0,3.0,1468.0,4032064,16257540100096,1,12
6414,36,11850,6,2138.0,3,1069,3,4.0,440.0,2.0,1069.0,3900625,15214875390625,1,9
5200,25,9875,5,2080.0,3,1040,3,4.0,499.0,2.0,1040.0,3900625,15214875390625,2,9
4995,25,9815,5,1924.0,3,999,3,4.0,308.0,1.0,925.0,3853369,14848452650161,2,9
9443,49,14007,7,2698.0,3,1349,3,4.0,539.0,2.0,1349.0,4002000,16016004000000,2,9
10094,49,13930,7,2866.0,3,1442,3,4.0,500.0,2.0,1424.0,3960100,15682392010000,1,9
2988,16,7800,4,1494.0,3,747,3,3.0,220.0,1.0,747.0,3792750,14384952562500,2,12
12624,64,16072,8,3151.0,4,1578,5,4.0,840.0,3.0,1573.0,4034072,16273736901184,0,12
4410,25,9780,5,882.0,3,882,3,3.5861723446893787,308.0,1.0,0.0,3825936,14637786276096,2,9
10577,49,14014,7,2879.0,4,1511,4,4.0,398.0,2.0,1368.0,4008004,16064096064016,0,12
6768,36,11784,6,2430.0,3,1128,3,3.0,480.0,2.0,1302.0,3857296,14878732431616,2,9
9184,49,14007,7,2624.0,3,1312,3,3.0,495.0,2.0,1312.0,3917958,15350394889764,1,9
6510,25,9860,5,1932.0,3,1302,3,3.0,264.0,1.0,630.0,3888784,15122640998656,2,9
24264,81,18036,9,5542.0,5,2696,5,5.0,958.0,3.0,2846.0,4014012,16112292336144,0,15
9492,49,14049,7,1984.0,4,1356,4,4.0,484.0,2.0,628.0,4028049,16225178746401,0,12
19656,81,18072,9,3288.0,5,2184,5,5.0,836.0,3.0,1104.0,4032064,16257540100096,0,15
13748,49,13832,7,2767.0,3,1964,3,3.0,483.0,2.0,803.0,3904576,15245713739776,1,9
10568,64,15920,8,2633.0,4,1321,4,4.0,484.0,2.0,1312.0,3960100,15682392010000,1,12
13168,64,16040,8,3240.0,4,1646,4,5.0,525.0,2.0,1594.0,4018020,16144484720400,0,12
8820,49,13881,7,2520.0,4,1260,3,4.0,598.0,2.0,1260.0,3932289,15462896779521,2,12
6580,25,10005,5,2242.0,3,1316,3,3.0,484.0,2.0,926.0,3859929,14899051885041,2,9
7160,25,10010,5,1696.0,3,1432,3,2.0,360.0,2.0,264.0,3823820,14621599392400,2,12
13706,49,14007,7,2737.0,4,1958,4,4.0,499.0,2.0,779.0,3989994,15920052120036,1,16
14304,64,16008,8,3541.0,4,1788,5,4.0,522.0,2.0,1753.0,4004001,16032024008001,1,12
15480,64,16072,8,2767.0,4,1935,3,4.0,552.0,2.0,832.0,4036081,16289949838561,0,12
11814,36,11748,6,3241.0,3,1969,3,3.0,400.0,2.0,1272.0,3794604,14399019516816,2,9
13902,49,14021,7,2833.0,4,1986,4,4.0,434.0,2.0,847.0,4012009,16096216216081,0,12
8498,49,14070,7,2428.0,4,1214,4,4.0,520.0,2.0,1214.0,4038090,16306170848100,1,12
10736,64,16056,8,2684.0,4,1342,4,4.0,550.0,2.0,1342.0,4026042,16209014185764,0,12
23184,64,15808,8,4463.0,4,2898,4,4.0,665.0,2.0,1565.0,3904576,15245713739776,0,12
16032,64,16016,8,2874.0,4,2004,4,5.0,644.0,3.0,870.0,4008004,16064096064016,0,12
5916,36,11700,6,1946.0,3,986,3,3.0,180.0,1.0,960.0,3755700,14105282490000,2,9
7756,49,13650,7,1745.0,3,1108,4,3.0,280.0,1.0,637.0,3763500,14163932250000,2,9
3642,9,5850,3,1886.0,3,1214,3,3.0,936.0,3.0,672.0,3734250,13944623062500,2,9
17736,64,15760,8,4434.0,4,2217,4,3.0,621.0,2.0,2217.0,3880900,15061384810000,2,16
13206,36,11796,6,2898.0,4,2201,4,4.0,432.0,2.0,697.0,3865156,14939430904336,2,16
8540,49,14042,7,2440.0,4,1220,4,4.0,397.0,2.0,1220.0,4022030,16176725320900,0,12
9646,49,14035,7,2067.0,3,1378,4,3.0,360.0,2.0,689.0,3865640,14943172609600,2,15
3720,16,8024,4,930.0,3,930,4,3.5861723446893787,308.0,1.0,0.0,3903676,15238686312976,2,9
4940,25,9790,5,1976.0,3,988,3,3.0,264.0,1.0,988.0,3833764,14697746407696,2,9
15712,64,16048,8,3928.0,4,1964,4,5.0,892.0,3.0,1964.0,4022030,16176725320900,0,12
8890,49,14042,7,2540.0,4,1270,4,4.0,524.0,2.0,1270.0,4022030,16176725320900,1,12
11200,25,9895,5,2240.0,3,2240,3,3.5861723446893787,528.0,2.0,0.0,3916441,15338510106481,2,9
11952,64,15960,8,2988.0,4,1494,4,4.0,478.0,2.0,1494.0,3978030,15824722680900,0,12
6820,25,9785,5,2543.0,3,1364,3,2.0,331.0,1.0,1179.0,3829849,14667743362801,1,9
19377,81,18000,9,3593.0,4,2153,5,5.0,736.0,3.0,1440.0,4000000,16000000000000,0,12
5344,16,7800,4,1973.0,3,1336,3,3.0,570.0,1.0,637.0,3744000,14017536000000,2,9
11592,49,14028,7,2402.0,4,1656,4,4.0,397.0,2.0,746.0,4014012,16112292336144,0,12
8994,36,11970,6,2280.0,4,1499,4,4.0,473.0,2.0,781.0,3980025,15840599000625,1,12
22352,64,15968,8,4256.0,4,2794,5,4.0,810.0,3.0,1462.0,3982020,15856483280400,0,12
12180,36,11856,6,2878.0,3,2030,4,3.0,551.0,2.0,848.0,3904576,15245713739776,0,9
7524,36,11766,6,2472.0,3,1254,3,3.0,525.0,2.0,1218.0,3845521,14788031761441,1,9
15912,64,16016,8,3054.0,4,1989,4,4.0,586.0,2.0,1065.0,4008004,16064096064016,0,12
9490,25,9780,5,3796.0,3,1898,3,3.0,484.0,2.0,1898.0,3825936,14637786276096,2,9
4940,25,9830,5,1976.0,3,988,3,3.0,360.0,1.0,988.0,3865156,14939430904336,2,9
12607,49,13979,7,3302.0,3,1801,3,3.0,484.0,2.0,1501.0,3912123,15304706367129,0,9
9360,25,9880,5,1872.0,3,1872,3,3.5861723446893787,484.0,2.0,0.0,3904576,15245713739776,2,9
19512,64,16008,8,3970.0,4,2439,4,4.0,560.0,2.0,1531.0,4004001,16032024008001,0,12
14112,64,16000,8,2614.0,4,1764,4,4.0,560.0,2.0,850.0,3998000,15984004000000,2,12
6000,25,9990,5,2064.0,3,1200,4,3.0,884.0,2.0,864.0,3926070,15414025644900,2,9
6180,36,11832,6,1524.0,3,1030,3,3.0,264.0,1.0,494.0,3888784,15122640998656,2,9
14238,49,13986,7,3091.0,3,2034,4,4.0,645.0,2.0,1057.0,3990006,15920147880036,1,9
9835,49,14021,7,2810.0,4,1405,4,4.0,478.0,2.0,1405.0,4012009,16096216216081,1,12
4916,16,7824,4,2363.0,3,1229,3,3.0,284.0,1.0,1134.0,3825936,14637786276096,1,9
13524,49,14021,7,2911.0,4,1932,4,4.0,610.0,2.0,979.0,4012009,16096216216081,1,12
7794,36,11970,6,2266.0,3,1299,4,3.0,494.0,2.0,967.0,3898230,15196197132900,2,9
9814,49,14049,7,2660.0,4,1402,4,5.0,648.0,3.0,1258.0,4026042,16209014185764,0,12
10528,49,14042,7,2850.0,4,1504,4,4.0,457.0,2.0,1346.0,4022030,16176725320900,0,12
8652,36,11748,6,2884.0,3,1442,3,3.0,301.0,1.0,1442.0,3833764,14697746407696,1,9
12453,49,14000,7,2730.0,4,1779,4,4.0,586.0,2.0,951.0,3998000,15984004000000,0,12
15624,64,16048,8,3035.0,4,1953,4,4.0,1043.0,3.0,1082.0,4022030,16176725320900,1,12
13363,49,14014,7,2781.0,4,1909,4,4.0,529.0,2.0,872.0,4008004,16064096064016,1,12
11410,49,14035,7,2498.0,4,1630,4,4.0,436.0,2.0,868.0,4018020,16144484720400,0,12
6250,25,9750,5,1936.0,3,1250,2,3.0,280.0,1.0,686.0,3740100,13988348010000,2,9
7968,36,11778,6,2656.0,3,1328,3,3.0,528.0,2.0,1328.0,3853369,14848452650161,2,9
4940,25,9750,5,1864.0,3,988,3,3.0,276.0,1.0,876.0,3802500,14459006250000,2,9
7668,36,11724,6,2132.0,3,1278,3,3.0,240.0,1.0,854.0,3818116,14578009789456,2,9
10296,36,12030,6,2574.0,4,1716,4,4.0,615.0,2.0,858.0,4020025,16160601000625,1,12
996,4,3910,2,996.0,3,498,3,3.0,216.0,1.0,498.0,3757510,14118881400100,2,9
19880,49,13846,7,4260.0,4,2840,4,4.0,1314.0,4.0,1420.0,3912484,15307531050256,0,12
5922,36,11820,6,1470.0,3,987,3,3.0,280.0,1.0,483.0,3880900,15061384810000,2,9
3024,16,7800,4,1416.0,3,756,3,2.0,440.0,2.0,660.0,3757650,14119933522500,2,9
13696,64,16024,8,3424.0,4,1712,4,5.0,701.0,3.0,1712.0,4010006,16080148120036,1,12
6414,36,11862,6,2138.0,3,1069,3,4.0,440.0,2.0,1069.0,3908529,15276598943841,1,9
9345,49,14049,7,2670.0,4,1335,4,4.0,575.0,2.0,1335.0,4026042,16209014185764,1,12
12144,64,16032,8,3036.0,5,1518,5,5.0,588.0,2.0,1518.0,4014012,16112292336144,1,15
14240,64,16056,8,2700.0,4,1780,4,4.0,612.0,2.0,920.0,4028049,16225178746401,0,12
5936,16,7800,4,2255.0,2,1484,3,3.0,264.0,1.0,771.0,3724500,13871900250000,2,4
8260,25,9750,5,2338.0,3,1652,3,2.0,416.0,1.0,686.0,3734250,13944623062500,2,12
17521,49,13930,7,3726.0,4,2503,4,4.0,564.0,2.0,1223.0,3960100,15682392010000,1,12
21632,64,15960,8,4656.0,4,2704,5,4.0,538.0,2.0,1952.0,3934140,15477457539600,0,12
12736,64,15960,8,3148.0,4,1592,4,4.0,484.0,2.0,1556.0,3978030,15824722680900,0,12
9758,49,14021,7,1778.0,4,1394,4,4.0,400.0,2.0,384.0,4012009,16096216216081,0,12
5312,16,7800,4,2014.0,3,1328,3,3.0,210.0,1.0,686.0,3753750,14090639062500,2,9
12744,64,16016,8,3186.0,4,1593,5,5.0,682.0,2.0,1593.0,4006002,16048052024004,0,12
2880,16,7800,4,1440.0,3,720,3,3.0,0.0,0.0,720.0,3744000,14017536000000,3,9
4560,25,9820,5,1824.0,3,912,3,3.0,288.0,1.0,912.0,3857296,14878732431616,2,9
11648,64,16024,8,2729.0,4,1456,4,4.0,400.0,2.0,1273.0,4012009,16096216216081,0,12
13608,49,13958,7,2616.0,3,1944,3,3.0,216.0,1.0,672.0,3818510,14581018620100,2,12
12016,64,15880,8,2990.0,4,1502,4,4.0,528.0,2.0,1488.0,3940225,15525373050625,1,12
16512,64,16040,8,3138.0,4,2064,4,4.0,527.0,2.0,1074.0,4020025,16160601000625,0,12
